,600519.SH,300750.SZ,300059.SZ,688981.SH,002415.SZ,019547.SZ,510050.SH,510300.SH,510500.SH,513500.SH,513300.SH,513030.SH,513520.SH,511010.SH,518880.SH,159920.SZ
2023-09-01,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-04,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-05,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-06,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-07,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-08,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-11,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-12,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-13,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-14,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-15,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-18,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-19,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-20,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-21,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-22,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-25,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-26,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-27,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-09-28,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
2023-10-09,0.03335326155283742,0.028393558128647817,0.029030091405328272,0.030736789006919583,0.028849991522551653,0.38585928378759793,0.038636352481132896,0.03867563821736518,0.038607037940127306,0.038658555782131857,0.03864396614570521,0.038646497592555396,0.038636565045372225,0.0386566427039779,0.09664422516489284,0.05797154352285651
